modelo,mse,rmse,mae,mape,r2,aic,bic,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,test_mape,cv_rmse_mean,cv_rmse_std
SARIMAX,1.2724625847846007,1.128034833143286,1.0005141613208888,269.0621402926712,-0.4409115795640759,2970.277625071643,3001.7428707704853,,,,,,,,,
MLP,,,,,,,,0.009872110746880127,0.0509332935616558,0.007076947601944744,0.04330414355148473,0.9999422208434509,0.9970720772749762,9.615197994697851,0.2037165359841146,0.13770776016418615
RandomForest,0.014420843429353092,0.12008681621790583,0.05469041351493518,5.245968349645475,0.9838588276392242,,,,,,,,,,,
Hibrido,1.3647506832798846,1.168225441975942,1.0436976899614447,279.66847231911464,-0.5454168053898825,,,,,,,,,,,
